Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
18285,"MASTERSON, HANS",M,"$130,047.75",FRS,Fire and Rescue Services,Fire and Explosive Investigations,Fulltime-Regular,Fire/Rescue Battalion Chief,ELIZABETH RODRIGUEZ,Filled,11/16/87,11/21/87,11/27/87,12/14/87,12/25/87,1/6/88,1/8/88,1/13/88
18286,"HARTO, RODRICK",M,"$100,174.55",FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Fire/Rescue Lieutenant,MICHAEL GARCIA,Filled,10/13/87,11/2/87,11/12/87,12/4/87,12/20/87,12/30/87,1/8/88,1/13/88
18287,"TAFFER, LEIA",F,"$29,950.86",LIB,Department of Public Libraries,Quince Orchard Library,Parttime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,10/9/87,10/29/87,11/17/87,12/2/87,12/15/87,12/27/87,1/7/88,1/13/88
18288,"KREUTZIGER, CLEVELAND",M,"$100,174.55",FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Fire/Rescue Lieutenant,JENNIFER MARTINEZ,Filled,10/26/87,11/8/87,11/16/87,12/7/87,12/22/87,12/26/87,1/6/88,1/13/88
18289,"PUERTO, TEODORO",M,"$143,042.18",FRS,Fire and Rescue Services,Fleet,Fulltime-Regular,Fire/Rescue Assistant Chief,ELIZABETH RODRIGUEZ,Filled,10/26/87,11/4/87,11/13/87,12/2/87,12/14/87,12/24/87,1/5/88,1/13/88
18290,"DELPRADO, THANH",F,"$105,217.59",HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,Fulltime-Regular,Investigator III,JENNIFER MARTINEZ,Filled,10/18/87,11/11/87,11/17/87,11/30/87,12/14/87,12/22/87,1/4/88,1/13/88
18291,"STRZEPEK, DEE",M,"$120,908.83",FRS,Fire and Rescue Services,Emergency Medical Services,Fulltime-Regular,Fire/Rescue Captain,WILLIAM WILSON,Filled,11/2/87,11/9/87,11/18/87,12/3/87,12/18/87,12/26/87,1/3/88,1/13/88
18292,"LAZARD, GAVIN",M,"$82,783.44",FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,10/17/87,11/2/87,11/18/87,12/6/87,12/22/87,12/26/87,1/2/88,1/13/88
18293,"GOCKENBACH, NESTOR",M,"$78,840.09",FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,10/29/87,11/10/87,11/21/87,12/4/87,12/13/87,12/24/87,12/31/87,1/13/88
18294,"KUSCH, MOHAMED",M,"$92,295.09",POL,Department of Police,PSB 5th District Educational Facilities Officers,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/25/87,11/2/87,11/6/87,11/23/87,12/5/87,12/12/87,12/23/87,1/13/88
18295,"BRZEZICKI, DONTE",M,"$129,212.07",DOT,Department of Transportation,Transportation Management,Fulltime-Regular,Manager III,BARBARA DAVIS,Filled,10/28/87,11/4/87,11/21/87,12/9/87,12/18/87,12/29/87,1/8/88,1/12/88
18296,"VANDUSSELDORP, SABRA",F,"$68,878.16",FIN,Department of Finance,Tax Operations,Fulltime-Regular,Office Services Coordinator,MICHAEL GARCIA,Filled,10/31/87,11/8/87,11/16/87,12/7/87,12/17/87,12/27/87,1/6/88,1/12/88
18297,"CADMUS, ILIANA",F,"$34,439.08",DLC,Department of Liquor Control,Financial Administration,Parttime-Regular,Fiscal Assistant,JOHN BROWN,Filled,10/17/87,10/28/87,11/9/87,11/28/87,12/16/87,12/22/87,1/5/88,1/12/88
18298,"PAPAJ, ELROY",M,"$92,295.09",POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/16/87,12/2/87,12/5/87,12/23/87,12/28/87,1/1/88,1/2/88,1/12/88
18299,"ZABELL, HUMBERTO",M,"$123,286.10",POL,Department of Police,PSB 3rd District Station,Fulltime-Regular,Police Lieutenant,CHARLES MOORE,Filled,11/19/87,11/21/87,11/26/87,12/15/87,12/24/87,12/30/87,1/2/88,1/12/88
18300,"FORGRAVE, ADDIE",F,"$68,878.16",HHS,Department of Health and Human Services,Public Health Emergency Preparedness and Response Program,Fulltime-Regular,Office Services Coordinator,DAVID ANDERSON,Filled,10/2/87,10/19/87,10/26/87,11/18/87,12/5/87,12/23/87,1/2/88,1/12/88
18301,"MARTINEZTORRES, CEDRICK",M,"$105,919.02",SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff Lieutenant,THOMAS WHITE,Filled,10/30/87,11/5/87,11/14/87,12/5/87,12/16/87,12/24/87,12/31/87,1/12/88
18302,"DEINERT, DARIUS",M,"$86,880.90",POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Telecommunications Specialist,JOSEPH JACKSON,Filled,10/23/87,11/1/87,11/14/87,12/5/87,12/14/87,12/22/87,12/30/87,1/12/88
18303,"SPILMAN, DANA",M,"$92,295.09",POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/17/87,11/2/87,11/14/87,12/1/87,12/6/87,12/12/87,12/30/87,1/12/88
18304,"DIAZ, BART",M,"$87,087.53",DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permitting and Code Enforcement Inspector III,MICHAEL GARCIA,Filled,10/16/87,11/2/87,11/10/87,11/30/87,12/17/87,12/24/87,12/29/87,1/12/88
18305,"ZOLLI, CORDELL",M,"$96,908.09",POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Master Police Officer,CHARLES MOORE,Filled,10/15/87,10/29/87,11/8/87,11/28/87,12/12/87,12/20/87,12/29/87,1/12/88
18306,"DEWESTER, OTTO",M,"$92,295.09",POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,MARGARET MARTIN,Filled,10/22/87,11/2/87,11/9/87,11/30/87,12/13/87,12/17/87,12/29/87,1/12/88
18307,"QUEZON, WALKER",M,"$140,835.56",POL,Department of Police,Management Services Bureau,Fulltime-Regular,Police Captain,CHARLES MOORE,Filled,11/6/87,11/14/87,11/18/87,12/2/87,12/17/87,12/25/87,12/28/87,1/12/88
18308,"FRISH, PETE",M,"$92,295.09",POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/19/87,10/28/87,11/6/87,11/26/87,12/8/87,12/21/87,12/28/87,1/12/88
18309,"SCHOTT, ALBERT",M,"$106,595.69",POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,Fulltime-Regular,Police Sergeant,CHARLES MOORE,Filled,10/30/87,11/8/87,11/18/87,12/2/87,12/16/87,12/21/87,12/27/87,1/12/88
18310,"BINION, RANDOLPH",M,"$92,295.09",POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,10/2/87,10/20/87,10/30/87,11/22/87,12/12/87,12/20/87,12/27/87,1/12/88
18311,"BRYER, VALENTIN",M,"$92,295.09",POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,10/20/87,11/7/87,11/12/87,11/26/87,12/6/87,12/14/87,12/27/87,1/12/88
18312,"KNOTEK, ELENORA",F,"$106,595.69",POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Sergeant,CHARLES MOORE,Filled,11/1/87,11/13/87,11/14/87,12/6/87,12/18/87,12/20/87,12/25/87,1/12/88
18313,"LEIDIGH, NICOLAS",M,"$96,908.09",POL,Department of Police,ISB Major Crimes Division Fugitive Section,Fulltime-Regular,Master Police Officer,CHARLES MOORE,Filled,11/12/87,11/15/87,11/21/87,12/10/87,12/16/87,12/20/87,12/25/87,1/12/88
18314,"EPELBAUM, ROLF",M,"$106,595.69",POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Sergeant,JOSEPH JACKSON,Filled,10/31/87,11/11/87,11/16/87,12/6/87,12/17/87,12/20/87,12/24/87,1/12/88
18315,"MAGLIERI, ILANA",F,"$148,175.00",COR,Correction and Rehabilitation,DS Detention Services,Fulltime-Regular,Manager II,JAMES JOHNSON,Filled,10/23/87,11/6/87,11/15/87,12/4/87,12/13/87,12/17/87,12/24/87,1/12/88
18316,"BAYLOR, EMMETT",M,"$92,295.09",POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,MARGARET MARTIN,Filled,10/7/87,10/18/87,10/29/87,11/17/87,11/28/87,12/8/87,12/24/87,1/12/88
18317,"OSTBERG, EZEKIEL",M,"$140,835.56",POL,Department of Police,MSB Policy and Planning Division,Fulltime-Regular,Police Captain,DOROTHY THOMPSON,Filled,10/7/87,10/15/87,10/27/87,11/19/87,12/5/87,12/17/87,12/23/87,1/12/88
18318,"GIRARDO, DACIA",F,"$29,950.86",LIB,Department of Public Libraries,Marilyn J Praisner Library,Parttime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,11/8/87,11/22/87,11/25/87,12/12/87,12/25/87,1/3/88,1/7/88,1/11/88
18319,"HENNEKES, DUANE",M,"$104,196.06",DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Manager II,JAMES JOHNSON,Filled,11/5/87,11/23/87,11/26/87,12/18/87,12/30/87,1/2/88,1/6/88,1/11/88
18320,"CHAPO, HANK",M,"$86,346.88",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Services Supervisor,BARBARA DAVIS,Filled,10/17/87,10/29/87,11/9/87,12/4/87,12/15/87,12/23/87,1/6/88,1/11/88
18321,"GIEGER, CHRISTEL",F,"$92,931.00",HHS,Department of Health and Human Services,Contract Team,Fulltime-Regular,Program Manager I,DAVID ANDERSON,Filled,10/22/87,11/8/87,11/16/87,12/1/87,12/13/87,12/29/87,1/5/88,1/11/88
18322,"EETEN, GERARDO",M,"$134,718.00",DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Manager III,LINDA JONES,Filled,10/16/87,10/31/87,11/10/87,11/30/87,12/13/87,12/24/87,1/5/88,1/11/88
18323,"FINNING, DELTA",F,"$95,718.93",FRS,Fire and Rescue Services,Community Outreach,Fulltime-Regular,Program Manager I,WILLIAM WILSON,Filled,11/2/87,11/12/87,11/19/87,12/9/87,12/19/87,1/1/88,1/4/88,1/11/88
18324,"KOSCINSKI, DORATHY",F,"$134,718.00",DOT,Department of Transportation,Transit Management Services,Fulltime-Regular,Manager III,LINDA JONES,Filled,10/12/87,10/29/87,11/4/87,11/29/87,12/12/87,12/27/87,1/1/88,1/11/88
18325,"LEALI, ROBBIE",M,"$120,167.22",CCL,County Council,Council Central Staff,Fulltime-Regular,Senior Information Technology Specialist,MARY SMITH,Filled,10/11/87,10/24/87,11/5/87,11/27/87,12/14/87,12/23/87,12/31/87,1/11/88
18326,"DELBONIS, SAL",M,"$105,217.59",DPS,Department of Permitting Services,Site Plan Enforcement,Fulltime-Regular,Investigator III,BARBARA DAVIS,Filled,10/28/87,11/9/87,11/19/87,12/3/87,12/12/87,12/21/87,12/27/87,1/11/88
18327,"AHRNDT, KRISTOPHER",M,"$120,167.22",POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Senior Information Technology Specialist,DOROTHY THOMPSON,Filled,9/20/87,10/5/87,10/12/87,11/3/87,11/24/87,12/8/87,12/23/87,1/11/88
18328,"CRISH, INGA",F,"$68,878.16",HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Office Services Coordinator,RICHARD THOMAS,Filled,11/7/87,11/15/87,11/22/87,12/9/87,12/18/87,12/27/87,12/31/87,1/10/88
18329,"MCGARGILL, BONITA",F,"$59,901.71",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,MARIA TAYLOR,Filled,10/16/87,11/4/87,11/10/87,11/29/87,12/10/87,12/25/87,12/29/87,1/10/88
18330,"TURNBILL, JAMEL",M,"$65,736.66",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,10/26/87,11/5/87,11/12/87,12/2/87,12/10/87,12/22/87,12/31/87,1/9/88
18331,"HINGSTON, PRINCESS",F,"$57,519.57",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,RICHARD THOMAS,Filled,10/27/87,11/9/87,11/19/87,12/9/87,12/21/87,12/30/87,1/7/88,1/8/88
18332,"GULARTE, KATHIE",F,"$147,228.23",HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Manager II,DAVID ANDERSON,Filled,10/22/87,11/10/87,11/14/87,12/5/87,12/14/87,12/20/87,1/3/88,1/8/88
18333,"VANDERMERWE, LEILA",F,"$57,519.57",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,DAVID ANDERSON,Filled,10/29/87,11/8/87,11/16/87,12/9/87,12/20/87,12/29/87,1/2/88,1/8/88
18334,"HOLLINGSHED, SERENA",F,"$100,347.75",HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,MARIA TAYLOR,Filled,10/25/87,11/9/87,11/18/87,12/6/87,12/16/87,12/22/87,1/2/88,1/8/88
18335,"STANDIFORD, TIJUANA",F,"$100,347.75",HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,11/5/87,11/9/87,11/18/87,12/2/87,12/8/87,12/22/87,12/30/87,1/8/88
18336,"GALTON, BUD",M,"$59,901.71",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Warehouse Equipment Operator,JOHN BROWN,Filled,10/9/87,10/22/87,11/3/87,11/24/87,12/4/87,12/16/87,12/30/87,1/8/88
18337,"KEETON, OFELIA",F,"$51,720.01",REC,Department of Recreation,Management Services,Fulltime-Regular,Fiscal Assistant,THOMAS WHITE,Filled,10/17/87,10/31/87,11/9/87,12/1/87,12/10/87,12/20/87,12/29/87,1/8/88
18338,"KIESAU, SHERMAN",M,"$105,919.02",SHF,Sheriff's Office,Courthouse Security,Fulltime-Regular,Deputy Sheriff Lieutenant,THOMAS WHITE,Filled,10/3/87,10/11/87,10/19/87,11/9/87,11/22/87,12/6/87,12/21/87,1/8/88
18339,"ANDARA, JEANNETTE",F,"$26,078.06",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,9/27/87,10/15/87,10/26/87,11/14/87,11/28/87,12/4/87,12/20/87,1/8/88
18340,"HUEDEPOHL, MARISA",F,"$105,217.59",HHS,Department of Health and Human Services,Adult Shelters,Fulltime-Regular,Program Manager II,MARIA TAYLOR,Filled,10/26/87,11/8/87,11/22/87,12/9/87,12/19/87,12/25/87,1/4/88,1/7/88
18341,"MOHIUDDIN, NICKY",M,"$94,789.62",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Program Manager I,RICHARD THOMAS,Filled,11/24/87,12/5/87,12/8/87,12/23/87,12/29/87,1/1/88,1/3/88,1/7/88
18342,"GRIEGER, ERNA",F,"$83,082.89",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,RICHARD THOMAS,Filled,11/2/87,11/11/87,11/20/87,12/6/87,12/17/87,12/22/87,12/28/87,1/7/88
18343,"LEOCADIO, ARTURO",M,"$110,334.63",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Information Technology Specialist III,CHARLES MOORE,Filled,11/4/87,11/14/87,11/18/87,11/30/87,12/14/87,12/21/87,12/25/87,1/7/88
18344,"SAVAGLIO, DANICA",F,"$72,174.16",DPS,Department of Permitting Services,Customer Information,Fulltime-Regular,Permit Technician III,BARBARA DAVIS,Filled,10/14/87,10/26/87,11/3/87,11/23/87,12/8/87,12/15/87,12/25/87,1/7/88
18345,"MADHAVAN, JERALD",M,"$90,572.20",PIO,Office of Public Information,Cable Programming,Fulltime-Regular,Audiovisual Production Specialist,CHARLES MOORE,Filled,11/15/87,11/26/87,12/2/87,12/17/87,12/25/87,1/1/88,1/5/88,1/6/88
18346,"FREILICH, MARAGRET",F,"$133,475.23",OMB,Office of Management and Budget,Administration,Fulltime-Regular,Manager III,CHARLES MOORE,Filled,11/4/87,11/16/87,11/21/87,12/10/87,12/22/87,12/26/87,1/1/88,1/6/88
18347,"MEDDAUGH, FRANCINE",F,"$120,167.22",DTS,Department of Technology Services,ESOD Core Services,Fulltime-Regular,Senior Information Technology Specialist,MICHAEL GARCIA,Filled,10/19/87,11/2/87,11/15/87,12/3/87,12/20/87,12/25/87,12/31/87,1/6/88
18348,"HILSHER, CARLITA",F,"$100,347.75",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,RICHARD THOMAS,Filled,11/5/87,11/16/87,11/20/87,12/1/87,12/15/87,12/23/87,12/31/87,1/6/88
18349,"UNCK, HAYWOOD",M,"$104,196.06",DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Program Manager II,PATRICIA WILLIAMS,Filled,10/12/87,10/26/87,11/11/87,11/25/87,12/11/87,12/18/87,12/25/87,1/6/88
18350,"HORRAS, HOBERT",M,"$83,082.89",POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Code Enforcement Inspector III,THOMAS WHITE,Filled,9/28/87,10/10/87,10/27/87,11/19/87,12/5/87,12/13/87,12/22/87,1/6/88
18351,"KELLENBERGER, GEORGETTE",F,"$133,703.21",LIB,Department of Public Libraries,White Oak Library,Fulltime-Regular,Manager III,RICHARD THOMAS,Filled,10/31/87,11/12/87,11/15/87,12/1/87,12/9/87,12/16/87,12/21/87,1/6/88
18352,"CONNEALLY, HERIBERTO",M,"$105,919.02",SHF,Sheriff's Office,Administration,Fulltime-Regular,Deputy Sheriff Lieutenant,THOMAS WHITE,Filled,9/15/87,10/10/87,10/22/87,11/15/87,11/25/87,12/6/87,12/19/87,1/6/88
18353,"MARTSOLF, EDYTHE",F,"$104,196.06",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker IV,JENNIFER MARTINEZ,Filled,10/17/87,11/6/87,11/15/87,12/7/87,12/18/87,12/22/87,12/30/87,1/5/88
18354,"ALCINDOR, GARRETT",M,"$103,655.77",CUS,Community Use of Public Facilities,Scheduling Team,Fulltime-Regular,Manager III,JAMES JOHNSON,Filled,11/10/87,11/24/87,12/1/87,12/17/87,12/21/87,12/24/87,12/27/87,1/5/88
18355,"ERVAY, MARCOS",M,"$47,625.14",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Building Services Worker II,PATRICIA WILLIAMS,Filled,9/19/87,10/13/87,10/24/87,11/11/87,11/26/87,12/8/87,12/23/87,1/5/88
18356,"WATHAN, CYRUS",M,"$49,804.62",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Worker II,BARBARA DAVIS,Filled,10/20/87,11/3/87,11/14/87,11/30/87,12/15/87,12/24/87,12/30/87,1/4/88
18357,"CARENDER, NOELLA",F,"$57,519.57",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,DAVID ANDERSON,Filled,10/18/87,11/1/87,11/9/87,11/22/87,12/5/87,12/12/87,12/25/87,1/4/88
18358,"SWINK, NORMAN",M,"$100,347.75",HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,RICHARD THOMAS,Filled,11/14/87,11/21/87,11/23/87,12/11/87,12/16/87,12/21/87,12/28/87,1/3/88
18359,"MARYON, GAYNELL",F,"$83,082.89",HHS,Department of Health and Human Services,Aging and Disability Resource Unit,Fulltime-Regular,Client Assistance Specialist,RICHARD THOMAS,Filled,10/2/87,10/23/87,10/30/87,11/18/87,11/29/87,12/13/87,12/28/87,1/3/88
18360,"BARBEL, GERMAN",M,"$94,245.30",FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Master Firefighter/Rescuer,ELIZABETH RODRIGUEZ,Filled,11/4/87,11/10/87,11/16/87,11/28/87,12/10/87,12/19/87,12/25/87,1/3/88
18361,"STANOWSKI, CASEY",M,"$68,878.16",POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Services Assistant,JOSEPH JACKSON,Filled,10/11/87,10/25/87,11/3/87,11/17/87,12/2/87,12/11/87,12/18/87,1/3/88
18362,"MADDY, LATONIA",F,"$84,551.00",DPS,Department of Permitting Services,Director's Office,Fulltime-Regular,Administrative Specialist II,BARBARA DAVIS,Filled,9/30/87,10/9/87,10/27/87,11/21/87,12/1/87,12/5/87,12/18/87,1/3/88
18363,"FEINER, ELLAMAE",F,"$97,425.00",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Shift Operations Manager,DOROTHY THOMPSON,Filled,9/26/87,10/13/87,10/22/87,11/9/87,11/24/87,12/8/87,12/14/87,1/3/88
18364,"JANKO, ANGIE",F,"$68,878.16",DOT,Department of Transportation,Transit Commuter Services Trips,Fulltime-Regular,Office Services Coordinator,LINDA JONES,Filled,10/17/87,10/31/87,11/4/87,11/26/87,12/9/87,12/19/87,12/26/87,1/1/88
18365,"MACIE, ANDREA",M,"$93,095.27",FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Master Firefighter/Rescuer,WILLIAM WILSON,Filled,10/6/87,10/20/87,10/30/87,11/20/87,12/2/87,12/16/87,12/26/87,1/1/88
18366,"KOLEHMAINEN, LINH",F,"$134,679.04",FIN,Department of Finance,Accounts Receivable,Fulltime-Regular,Manager III,MICHAEL GARCIA,Filled,10/7/87,10/19/87,10/28/87,11/20/87,12/9/87,12/14/87,12/24/87,1/1/88
18367,"QUIRK, KELLY",M,"$82,783.44",FRS,Fire and Rescue Services,Station 9,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/10/87,11/13/87,11/19/87,12/5/87,12/15/87,12/20/87,12/23/87,1/1/88
18368,"FARRUGGIO, SCARLETT",F,"$71,473.44",CCL,County Council,Council Central Staff,Fulltime-Regular,Legislative Services Coordinator,MARY SMITH,Filled,10/10/87,10/26/87,11/7/87,11/28/87,12/8/87,12/14/87,12/21/87,1/1/88
18369,"SCHLOSSER, HARLAND",M,"$92,295.09",POL,Department of Police,PSB 1st District Educational Facilities Officers,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/10/87,10/29/87,11/9/87,11/23/87,12/2/87,12/12/87,12/19/87,1/1/88
18370,"HUGHLETT, KELVIN",M,"$140,835.56",POL,Department of Police,FSB Special Operations Division,Fulltime-Regular,Police Captain,CHARLES MOORE,Filled,10/11/87,10/31/87,11/8/87,11/26/87,12/4/87,12/10/87,12/18/87,1/1/88
18371,"GILLEYLEN, RYAN",M,"$68,878.16",CUS,Community Use of Public Facilities,Finance and Administrative Support Team,Fulltime-Regular,Fiscal Assistant,JAMES JOHNSON,Filled,11/28/86,12/9/86,12/15/86,1/3/87,1/14/87,1/19/87,1/27/87,1/31/87
18372,"LOBAN, THOMAS",M,"$75,637.02",DOT,Department of Transportation,Transportation System Engineering,Fulltime-Regular,Engineer Technician II,BARBARA DAVIS,Filled,11/19/86,11/29/86,12/7/86,12/25/86,1/6/87,1/18/87,1/26/87,1/31/87
18373,"ZAGHI, MEREDITH",F,"$43,543.77",LIB,Department of Public Libraries,Davis Library,Parttime-Regular,Librarian I,SUSAN HERNANDEZ,Filled,10/26/86,11/10/86,11/19/86,12/12/86,12/28/86,1/6/87,1/20/87,1/31/87
18374,"SENDRA, HOUSTON",M,"$75,637.02",DLC,Department of Liquor Control,Administration,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,JOHN BROWN,Filled,11/7/86,11/18/86,11/26/86,12/19/86,1/4/87,1/15/87,1/25/87,1/30/87
18375,"WUERDEMAN, FELECIA",F,"$95,718.93",HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Social Worker II,MARIA TAYLOR,Filled,11/24/86,12/4/86,12/12/86,12/30/86,1/12/87,1/19/87,1/23/87,1/30/87
18376,"DESHLER, LORETTA",F,"$100,347.75",COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Correctional Health Nurse II,JAMES JOHNSON,Filled,11/12/86,12/5/86,12/11/86,12/30/86,1/10/87,1/18/87,1/22/87,1/30/87
18377,"VIDOVIC, TONY",M,"$83,082.89",POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,Fulltime-Regular,Latent Print Examiner,JOSEPH JACKSON,Filled,10/26/86,11/15/86,11/21/86,12/15/86,12/26/86,1/8/87,1/18/87,1/30/87
